,Volcano Name,Eruption Category,VEI,Start Year,Start Month,Start Day,Evidence Method (dating),End Year,End Month,End Day,Latitude,Longitude,Lifetime (years),Start Date,End Date
2050,Soputan,Confirmed Eruption,2.0,1970,2,16,Historical Observations,1970,5,26,1.112,124.737,0.0,1970/2/16,1970/5/26
2051,Myojinsho,Confirmed Eruption,2.0,1970,1,29,Historical Observations,1970,6,16,31.888,139.918,0.0,1970/1/29,1970/6/16
2052,Izu-Oshima,Confirmed Eruption,1.0,1970,1,26,Historical Observations,1970,1,31,34.724,139.394,0.0,1970/1/26,1970/1/31
2053,Tolbachik,Confirmed Eruption,1.0,1970,1,16,Historical Observations,1970,4,16,55.832,160.326,0.0,1970/1/16,1970/4/16
2054,Ulawun,Confirmed Eruption,3.0,1970,1,15,Historical Observations,1970,2,11,-5.05,151.33,0.0,1970/1/15,1970/2/11
2055,Batur,Confirmed Eruption,1.0,1970,1,5,Historical Observations,1970,1,15,-8.242,115.375,0.0,1970/1/5,1970/1/15
2056,Unnamed,Uncertain Eruption,0.0,1970,1,3,Historical Observations,1970,1,3,-20.852,-175.55,0.0,1970/1/3,1970/1/3
2057,"Negro, Cerro",Confirmed Eruption,1.0,1969,12,19,Historical Observations,1969,12,29,12.506,-86.702,0.0,1969/12/19,1969/12/29
2058,Ioto,Confirmed Eruption,1.0,1969,12,1,Historical Observations,1969,12,1,24.751,141.289,0.0,1969/12/1,1969/12/1
2059,Lokon-Empung,Confirmed Eruption,2.0,1969,11,27,Historical Observations,1970,12,26,1.358,124.792,1.0,1969/11/27,1970/12/26
2060,Taal,Confirmed Eruption,2.0,1969,10,29,Historical Observations,1969,12,10,14.002,120.993,0.0,1969/10/29,1969/12/10
2061,Kavachi,Confirmed Eruption,2.0,1969,10,28,Historical Observations,1970,2,6,-8.991,157.979,1.0,1969/10/28,1970/2/6
2062,Kanlaon,Confirmed Eruption,2.0,1969,10,10,Historical Observations,1969,10,29,10.412,123.132,0.0,1969/10/10,1969/10/29
2063,Langila,Confirmed Eruption,2.0,1969,9,29,Historical Observations,1969,9,29,-5.525,148.42,0.0,1969/9/29,1969/9/29
2064,Gaua,Confirmed Eruption,2.0,1969,9,22,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-14.27,167.5,,1969/9/22,End Year Unknown/End Month Unknown/End Day Unknown
2065,Rincon de la Vieja,Confirmed Eruption,2.0,1969,9,20,Historical Observations,1969,10,16,10.83,-85.324,0.0,1969/9/20,1969/10/16
2066,Klyuchevskoy,Confirmed Eruption,2.0,1969,9,16,Historical Observations,1969,12,16,56.056,160.642,0.0,1969/9/16,1969/12/16
2067,Kiska,Confirmed Eruption,2.0,1969,9,11,Historical Observations,1969,9,16,52.103,177.602,0.0,1969/9/11,1969/9/16
2068,Wrangell,Uncertain Eruption,1.0,1969,8,16,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,62.006,-144.017,,1969/8/16,End Year Unknown/End Month Unknown/End Day Unknown
2069,Whakaari/White Island,Confirmed Eruption,2.0,1969,8,16,Historical Observations,1969,9,16,-37.52,177.18,0.0,1969/8/16,1969/9/16
2070,Tangkuban Parahu,Confirmed Eruption,1.0,1969,7,20,Historical Observations,1969,10,21,-6.77,107.6,0.0,1969/7/20,1969/10/21
2071,"Lengai, Ol Doinyo",Uncertain Eruption,VEI Unknown,1969,7,16,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,-2.764,35.914,,1969/7/16,End Year Unknown/End Month Unknown/End Day Unknown
2072,Kerinci,Confirmed Eruption,2.0,1969,7,2,Historical Observations,1970,7,2,-1.697,101.264,1.0,1969/7/2,1970/7/2
2073,Krakatau,Uncertain Eruption,2.0,1969,7,2,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,-6.102,105.423,,1969/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2074,Slamet,Confirmed Eruption,2.0,1969,6,23,Historical Observations,1969,8,16,-7.242,109.208,0.0,1969/6/23,1969/8/16
2075,Ruapehu,Confirmed Eruption,2.0,1969,6,22,Historical Observations,1969,6,23,-39.28,175.57,0.0,1969/6/22,1969/6/23
2076,Ubinas,Confirmed Eruption,2.0,1969,6,16,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-16.355,-70.903,,1969/6/16,End Year Unknown/End Month Unknown/End Day Unknown
2077,Kilauea,Confirmed Eruption,0.0,1969,5,24,Historical Observations,1974,7,22,19.421,-155.287,5.0,1969/5/24,1974/7/22
2078,Lascar,Confirmed Eruption,1.0,1969,5,16,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-23.37,-67.73,,1969/5/16,End Year Unknown/End Month Unknown/End Day Unknown
2079,Poas,Confirmed Eruption,2.0,1969,5,3,Historical Observations,1969,6,3,10.2,-84.233,0.0,1969/5/3,1969/6/3
2080,Rincon de la Vieja,Confirmed Eruption,2.0,1969,4,22,Historical Observations,1969,5,16,10.83,-85.324,0.0,1969/4/22,1969/5/16
2081,Moua Pihaa,Confirmed Eruption,0.0,1969,4,22,Hydrophonic,1969,4,29,-18.325,-148.525,0.0,1969/4/22,1969/4/29
2082,Didicas,Confirmed Eruption,2.0,1969,3,21,Historical Observations,1969,6,16,19.077,122.202,0.0,1969/3/21,1969/6/16
2083,Supply Reef,Confirmed Eruption,0.0,1969,3,11,Hydrophonic,1969,3,13,20.13,145.1,0.0,1969/3/11,1969/3/13
2084,Ebulobo,Confirmed Eruption,2.0,1969,2,27,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.817,121.191,,1969/2/27,End Year Unknown/End Month Unknown/End Day Unknown
2085,Kilauea,Confirmed Eruption,0.0,1969,2,22,Historical Observations,1969,2,28,19.421,-155.287,0.0,1969/2/22,1969/2/28
2086,Deception Island,Confirmed Eruption,3.0,1969,2,21,Historical Observations,1969,3,16,-63.001,-60.652,0.0,1969/2/21,1969/3/16
2087,Ebeko,Confirmed Eruption,1.0,1969,2,16,Historical Observations,1969,2,16,50.686,156.014,0.0,1969/2/16,1969/2/16
2088,Telica,Confirmed Eruption,2.0,1969,2,11,Historical Observations,1971,12,16,12.606,-86.84,2.0,1969/2/11,1971/12/16
2089,Iya,Confirmed Eruption,3.0,1969,1,27,Historical Observations,1969,1,30,-8.891,121.641,0.0,1969/1/27,1969/1/30
2090,Tongariro,Confirmed Eruption,2.0,1969,1,21,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-39.157,175.632,,1969/1/21,End Year Unknown/End Month Unknown/End Day Unknown
2091,Izu-Oshima,Confirmed Eruption,1.0,1969,1,19,Historical Observations,1969,7,16,34.724,139.394,0.0,1969/1/19,1969/7/16
2092,Ioto,Confirmed Eruption,1.0,1969,1,12,Historical Observations,1969,1,21,24.751,141.289,0.0,1969/1/12,1969/1/21
2093,Kuchinoerabujima,Confirmed Eruption,3.0,1968,12,21,Historical Observations,1969,3,10,30.443,130.217,1.0,1968/12/21,1969/3/10
2094,Marapi,Uncertain Eruption,1.0,1968,12,16,Evidence Method (dating) Unknown,1968,12,16,-0.38,100.474,0.0,1968/12/16,1968/12/16
2095,Lewotobi,Confirmed Eruption,2.0,1968,11,28,Historical Observations,1969,2,2,-8.542,122.775,1.0,1968/11/28,1969/2/2
2096,Trident,Confirmed Eruption,3.0,1968,11,13,Historical Observations,1968,11,13,58.236,-155.1,0.0,1968/11/13,1968/11/13
2097,"Negro, Cerro",Confirmed Eruption,3.0,1968,10,23,Historical Observations,1968,12,10,12.506,-86.702,0.0,1968/10/23,1968/12/10
2098,Kilauea,Confirmed Eruption,0.0,1968,10,7,Historical Observations,1968,10,22,19.421,-155.287,0.0,1968/10/7,1968/10/22
2099,Fukujin,Confirmed Eruption,0.0,1968,9,16,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,21.93,143.47,,1968/9/16,End Year Unknown/End Month Unknown/End Day Unknown
2100,Talang,Confirmed Eruption,2.0,1968,9,16,Historical Observations,1968,10,16,-0.979,100.681,0.0,1968/9/16,1968/10/16
2101,Banua Wuhu,Uncertain Eruption,0.0,1968,9,5,Evidence Method (dating) Unknown,1968,9,9,3.138,125.491,0.0,1968/9/5,1968/9/9
2102,Kilauea,Confirmed Eruption,0.0,1968,8,22,Historical Observations,1968,8,26,19.421,-155.287,0.0,1968/8/22,1968/8/26
2103,Tongariro,Confirmed Eruption,2.0,1968,8,18,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-39.157,175.632,,1968/8/18,End Year Unknown/End Month Unknown/End Day Unknown
2104,Bagana,Confirmed Eruption,2.0,1968,8,16,Historical Observations,1968,8,16,-6.137,155.196,0.0,1968/8/16,1968/8/16
2105,Awu,Uncertain Eruption,2.0,1968,8,16,Evidence Method (dating) Unknown,1968,9,16,3.689,125.447,0.0,1968/8/16,1968/9/16
2106,Kita-Ioto,Uncertain Eruption,0.0,1968,8,16,Evidence Method (dating) Unknown,1968,8,16,25.424,141.284,0.0,1968/8/16,1968/8/16
2107,Fukutoku-Oka-no-Ba,Uncertain Eruption,0.0,1968,8,14,Evidence Method (dating) Unknown,1968,8,20,24.285,141.481,0.0,1968/8/14,1968/8/20
2108,Arenal,Confirmed Eruption,3.0,1968,7,29,Historical Observations,2010,12,16,10.463,-84.703,42.0,1968/7/29,2010/12/16
2109,Izu-Oshima,Confirmed Eruption,1.0,1968,7,28,Historical Observations,1968,7,28,34.724,139.394,0.0,1968/7/28,1968/7/28
2110,Io-Torishima,Confirmed Eruption,1.0,1968,7,18,Historical Observations,1968,7,18,27.881,128.223,0.0,1968/7/18,1968/7/18
2111,Soputan,Confirmed Eruption,1.0,1968,7,16,Historical Observations,1968,8,16,1.112,124.737,0.0,1968/7/16,1968/8/16
2112,Vulcano,Discredited Eruption,VEI Unknown,1968,7,11,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,38.404,14.962,,1968/7/11,End Year Unknown/End Month Unknown/End Day Unknown
2113,Klyuchevskoy,Confirmed Eruption,3.0,1968,7,3,Historical Observations,1968,7,3,56.056,160.642,0.0,1968/7/3,1968/7/3
2114,Tolbachik,Confirmed Eruption,1.0,1968,7,2,Historical Observations,1969,7,2,55.832,160.326,1.0,1968/7/2,1969/7/2
2115,Gaua,Confirmed Eruption,2.0,1968,7,2,Historical Observations,1968,12,1,-14.27,167.5,0.0,1968/7/2,1968/12/1
2116,Poas,Confirmed Eruption,1.0,1968,7,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,10.2,-84.233,,1968/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2117,Tupungatito,Confirmed Eruption,2.0,1968,7,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-33.425,-69.797,,1968/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2118,"Azul, Cerro",Uncertain Eruption,VEI Unknown,1968,6,12,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,-0.92,-91.408,,1968/6/12,End Year Unknown/End Month Unknown/End Day Unknown
2119,Fernandina,Confirmed Eruption,4.0,1968,6,11,Historical Observations,1968,7,4,-0.37,-91.55,0.0,1968/6/11,1968/7/4
2120,Kelimutu,Confirmed Eruption,1.0,1968,6,3,Historical Observations,1968,7,29,-8.77,121.82,0.0,1968/6/3,1968/7/29
2121,Kverkfjoll,Confirmed Eruption,0.0,1968,5,23,Historical Observations,1968,6,16,64.653,-16.647,0.0,1968/5/23,1968/6/16
2122,Fernandina,Confirmed Eruption,2.0,1968,5,21,Historical Observations,1968,5,23,-0.37,-91.55,0.0,1968/5/21,1968/5/23
2123,Nila,Confirmed Eruption,1.0,1968,5,7,Historical Observations,1968,6,16,-6.73,129.5,0.0,1968/5/7,1968/6/16
2124,Mayon,Confirmed Eruption,3.0,1968,4,21,Historical Observations,1968,5,20,13.257,123.685,0.0,1968/4/21,1968/5/20
2125,Ruapehu,Confirmed Eruption,2.0,1968,4,6,Historical Observations,1968,6,10,-39.28,175.57,0.0,1968/4/6,1968/6/10
2126,Long Island,Confirmed Eruption,2.0,1968,3,16,Historical Observations,1968,6,12,-5.358,147.12,0.0,1968/3/16,1968/6/12
2127,Etorofu-Yakeyama [Grozny Group],Confirmed Eruption,1.0,1968,2,16,Historical Observations,1968,2,16,45.012,147.871,0.0,1968/2/16,1968/2/16
2128,Fukutoku-Oka-no-Ba,Uncertain Eruption,0.0,1968,2,9,Evidence Method (dating) Unknown,1968,2,9,24.285,141.481,0.0,1968/2/9,1968/2/9
2129,Kerinci,Confirmed Eruption,2.0,1968,2,3,Historical Observations,1968,3,18,-1.697,101.264,0.0,1968/2/3,1968/3/18
2130,Taal,Confirmed Eruption,2.0,1968,1,31,Historical Observations,1968,4,2,14.002,120.993,0.0,1968/1/31,1968/4/2
2131,Whakaari/White Island,Confirmed Eruption,3.0,1968,1,27,Historical Observations,1969,2,16,-37.52,177.18,1.0,1968/1/27,1969/2/16
2132,Batur,Confirmed Eruption,2.0,1968,1,23,Historical Observations,1968,2,15,-8.242,115.375,0.0,1968/1/23,1968/2/15
2133,Izu-Oshima,Confirmed Eruption,1.0,1968,1,19,Historical Observations,1968,1,19,34.724,139.394,0.0,1968/1/19,1968/1/19
2134,Talang,Confirmed Eruption,1.0,1968,1,14,Historical Observations,1968,1,14,-0.979,100.681,0.0,1968/1/14,1968/1/14
2135,Etna,Confirmed Eruption,0.0,1968,1,7,Historical Observations,1968,5,4,37.748,14.999,0.0,1968/1/7,1968/5/4
2136,Ioto,Confirmed Eruption,1.0,1967,12,23,Historical Observations,1967,12,23,24.751,141.289,0.0,1967/12/23,1967/12/23
2137,Lateiki,Confirmed Eruption,2.0,1967,12,11,Historical Observations,1968,1,4,-19.18,-174.87,1.0,1967/12/11,1968/1/4
2138,Kelut,Confirmed Eruption,1.0,1967,12,11,Historical Observations,1967,12,11,-7.93,112.308,0.0,1967/12/11,1967/12/11
2139,Redoubt,Confirmed Eruption,3.0,1967,12,6,Historical Observations,1968,4,28,60.485,-152.742,1.0,1967/12/6,1968/4/28
2140,Deception Island,Confirmed Eruption,3.0,1967,12,4,Historical Observations,1967,12,7,-63.001,-60.652,0.0,1967/12/4,1967/12/7
2141,Karangetang,Confirmed Eruption,2.0,1967,11,29,Historical Observations,1967,12,2,2.781,125.407,0.0,1967/11/29,1967/12/2
2142,Io-Torishima,Confirmed Eruption,1.0,1967,11,25,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,27.881,128.223,,1967/11/25,End Year Unknown/End Month Unknown/End Day Unknown
2143,Karymsky,Confirmed Eruption,1.0,1967,11,16,Historical Observations,1967,11,16,54.049,159.443,0.0,1967/11/16,1967/11/16
2144,Kilauea,Confirmed Eruption,0.0,1967,11,5,Historical Observations,1968,7,13,19.421,-155.287,1.0,1967/11/5,1968/7/13
2145,Kerinci,Confirmed Eruption,2.0,1967,11,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-1.697,101.264,,1967/11/2,End Year Unknown/End Month Unknown/End Day Unknown
2146,Tolbachik,Confirmed Eruption,2.0,1967,10,16,Historical Observations,1967,11,16,55.832,160.326,0.0,1967/10/16,1967/11/16
2147,Talang,Confirmed Eruption,1.0,1967,10,10,Historical Observations,1967,10,10,-0.979,100.681,0.0,1967/10/10,1967/10/10
2148,Chikurachki,Confirmed Eruption,2.0,1967,9,6,Historical Observations,1967,9,20,50.324,155.461,0.0,1967/9/6,1967/9/20
2149,Trident,Confirmed Eruption,3.0,1967,9,5,Historical Observations,1968,2,25,58.236,-155.1,1.0,1967/9/5,1968/2/25
2150,Semeru,Confirmed Eruption,3.0,1967,8,31,Historical Observations,2009,3,15,-8.108,112.922,42.0,1967/8/31,2009/3/15
2151,Taal,Confirmed Eruption,1.0,1967,8,16,Historical Observations,1967,8,19,14.002,120.993,0.0,1967/8/16,1967/8/19
2152,"Azul, Cerro",Confirmed Eruption,2.0,1967,8,9,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-35.653,-70.761,,1967/8/9,End Year Unknown/End Month Unknown/End Day Unknown
2153,Irazu,Discredited Eruption,VEI Unknown,1967,8,7,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,9.979,-83.852,,1967/8/7,End Year Unknown/End Month Unknown/End Day Unknown
2154,Ruapehu,Confirmed Eruption,1.0,1967,7,22,Historical Observations,1967,10,4,-39.28,175.57,0.0,1967/7/22,1967/10/4
2155,Gaua,Confirmed Eruption,2.0,1967,7,16,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-14.27,167.5,,1967/7/16,End Year Unknown/End Month Unknown/End Day Unknown
2156,Ambrym,Confirmed Eruption,2.0,1967,7,16,Historical Observations,1970,8,29,-16.25,168.12,3.0,1967/7/16,1970/8/29
2157,Tangkuban Parahu,Confirmed Eruption,1.0,1967,7,16,Historical Observations,1967,7,16,-6.77,107.6,0.0,1967/7/16,1967/7/16
2158,"Lengai, Ol Doinyo",Confirmed Eruption,3.0,1967,7,8,Historical Observations,1967,9,4,-2.764,35.914,0.0,1967/7/8,1967/9/4
2159,Erta Ale,Confirmed Eruption,0.0,1967,7,2,Historical Observations,2021,10,15,13.6,40.67,54.0,1967/7/2,2021/10/15
2160,Tambora,Confirmed Eruption,0.0,1967,7,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.25,118.0,,1967/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2161,Klyuchevskoy,Confirmed Eruption,1.0,1967,7,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,56.056,160.642,,1967/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2162,Fukutoku-Oka-no-Ba,Uncertain Eruption,0.0,1967,7,1,Evidence Method (dating) Unknown,1967,7,1,24.285,141.481,0.0,1967/7/1,1967/7/1
2163,Macdonald,Confirmed Eruption,0.0,1967,5,29,Hydrophonic,1967,5,29,-28.98,-140.25,0.0,1967/5/29,1967/5/29
2164,Izu-Oshima,Confirmed Eruption,1.0,1967,5,16,Historical Observations,1967,8,16,34.724,139.394,0.0,1967/5/16,1967/8/16
2165,Asosan,Confirmed Eruption,1.0,1967,5,16,Historical Observations,1969,12,16,32.884,131.104,2.0,1967/5/16,1969/12/16
2166,Slamet,Confirmed Eruption,2.0,1967,5,7,Historical Observations,1967,7,16,-7.242,109.208,0.0,1967/5/7,1967/7/16
2167,Unnamed,Uncertain Eruption,VEI Unknown,1967,4,26,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,45.022,147.019,,1967/4/26,End Year Unknown/End Month Unknown/End Day Unknown
2168,Nyamulagira,Confirmed Eruption,2.0,1967,4,23,Historical Observations,1967,5,9,-1.408,29.2,0.0,1967/4/23,1967/5/9
2169,Fuego,Confirmed Eruption,2.0,1967,4,22,Historical Observations,1967,4,24,14.473,-90.88,0.0,1967/4/22,1967/4/24
2170,Marapi,Confirmed Eruption,1.0,1967,4,16,Historical Observations,1967,7,16,-0.38,100.474,0.0,1967/4/16,1967/7/16
2171,Farallon de Pajaros,Confirmed Eruption,0.0,1967,3,27,Hydrophonic,1967,4,10,20.546,144.893,0.0,1967/3/27,1967/4/10
2172,Tolbachik,Confirmed Eruption,2.0,1967,3,16,Historical Observations,1967,5,16,55.832,160.326,0.0,1967/3/16,1967/5/16
2173,Kelut,Confirmed Eruption,1.0,1967,2,18,Historical Observations,1967,2,18,-7.93,112.308,0.0,1967/2/18,1967/2/18
2174,Planchon-Peteroa,Uncertain Eruption,1.0,1967,2,16,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,-35.223,-70.568,,1967/2/16,End Year Unknown/End Month Unknown/End Day Unknown
2175,Shishaldin,Confirmed Eruption,2.0,1967,1,28,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,54.756,-163.97,,1967/1/28,End Year Unknown/End Month Unknown/End Day Unknown
2176,Lopevi,Confirmed Eruption,3.0,1967,1,27,Historical Observations,1969,3,31,-16.507,168.346,2.0,1967/1/27,1969/3/31
2177,Ulawun,Confirmed Eruption,2.0,1967,1,22,Historical Observations,1967,12,28,-5.05,151.33,0.0,1967/1/22,1967/12/28
2178,Langila,Confirmed Eruption,2.0,1967,1,19,Historical Observations,1968,6,16,-5.525,148.42,1.0,1967/1/19,1968/6/16
2179,Ebeko,Confirmed Eruption,1.0,1967,1,16,Historical Observations,1967,4,16,50.686,156.014,0.0,1967/1/16,1967/4/16
2180,Merapi,Confirmed Eruption,2.0,1967,1,12,Historical Observations,1970,7,2,-7.54,110.446,3.0,1967/1/12,1970/7/2
2181,San Miguel,Confirmed Eruption,2.0,1967,1,5,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,13.434,-88.269,,1967/1/5,End Year Unknown/End Month Unknown/End Day Unknown
2182,Poas,Confirmed Eruption,1.0,1967,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,10.2,-84.233,,1967/1/1,End Year Unknown/End Month Unknown/End Day Unknown
2183,Kuchinoerabujima,Confirmed Eruption,2.0,1966,11,22,Historical Observations,1966,11,22,30.443,130.217,0.0,1966/11/22,1966/11/22
2184,Whakaari/White Island,Confirmed Eruption,3.0,1966,11,13,Historical Observations,1967,3,16,-37.52,177.18,1.0,1966/11/13,1967/3/16
2185,Rincon de la Vieja,Confirmed Eruption,3.0,1966,11,6,Historical Observations,1967,12,16,10.83,-85.324,1.0,1966/11/6,1967/12/16
2186,Izalco,Confirmed Eruption,0.0,1966,10,28,Historical Observations,1966,11,16,13.813,-89.633,0.0,1966/10/28,1966/11/16
2187,Redoubt,Confirmed Eruption,3.0,1966,10,7,Historical Observations,1967,1,15,60.485,-152.742,1.0,1966/10/7,1967/1/15
2188,Lokon-Empung,Confirmed Eruption,2.0,1966,9,24,Historical Observations,1966,9,30,1.358,124.792,0.0,1966/9/24,1966/9/30
2189,Matthew Island,Uncertain Eruption,VEI Unknown,1966,8,16,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,-22.33,171.32,,1966/8/16,End Year Unknown/End Month Unknown/End Day Unknown
2190,Awu,Confirmed Eruption,4.0,1966,8,12,Historical Observations,1966,10,16,3.689,125.447,0.0,1966/8/12,1966/10/16
2191,Fuego,Confirmed Eruption,3.0,1966,8,12,Historical Observations,1966,8,13,14.473,-90.88,0.0,1966/8/12,1966/8/13
2192,San Miguel,Confirmed Eruption,2.0,1966,7,16,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,13.434,-88.269,,1966/7/16,End Year Unknown/End Month Unknown/End Day Unknown
2193,Taal,Confirmed Eruption,3.0,1966,7,5,Historical Observations,1966,8,4,14.002,120.993,0.0,1966/7/5,1966/8/4
2194,Slamet,Confirmed Eruption,2.0,1966,7,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.242,109.208,,1966/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2195,Gaua,Confirmed Eruption,2.0,1966,7,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-14.27,167.5,,1966/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2196,Trident,Confirmed Eruption,0.0,1966,7,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,58.236,-155.1,,1966/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2197,Reykjanes,Uncertain Eruption,0.0,1966,7,2,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,63.817,-22.717,,1966/7/2,End Year Unknown/End Month Unknown/End Day Unknown
2198,Telica,Confirmed Eruption,1.0,1966,6,16,Historical Observations,1966,6,16,12.606,-86.84,0.0,1966/6/16,1966/6/16
